Full Name,Business Phone,Address 1: Address Type,Address 1: City,Address 1: Country/Region,Address 1: County,Address 1: Fax,Address 1: Freight Terms,Address 1: Latitude,Address 1: Longitude,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Primary Contact Name,Address 1: Shipping Method,Address 1: State/Province,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Freight Terms,Address 2: Latitude,Address 2: Longitude,Address 2: Name,Address 2: Post Office Box,Address 2: Primary Contact Name,Address 2: Shipping Method,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: UPS Zone,Address 2: UTC Offset,Address 2: ZIP/Postal Code,Aging 30,Aging 60,Aging 90,Anniversary,Annual Income,Assistant,Assistant Phone,Backoffice Customer,Birthday,Childrens Names,Created By,Created On,Credit Hold,Credit Limit,Customer Size,Department,Description,Do not allow Bulk E-mails,Do not allow Bulk Mails,Do not allow E-mails,Do not allow Faxes,Do not allow Mails,Do not allow Phone Calls,Education,E-mail,E-mail Address 2,E-mail Address 3,Employee,Fax,First Name,FTP Site,Gender,Government,Has Children,Home Phone,Job Title,Last Date Included in Campaign,Last Name,Lead Source,Manager,Manager Phone,Marital Status,Middle Name,Mobile Phone,Modified By,Modified On,Nickname,No. of Children,Originating Lead,Propriétaire,Pager,Parent Customer,Payment Terms,Preferred Day,Preferred Facility/Equipment,Preferred Method of Contact,Preferred Service,Preferred Time,Preferred User,Price List,Relationship Type,Role,Salutation,Send Marketing Materials,Shipping Method,Spouse Name,Status,Status Reason,Suffix,Telephone 3,Territory,Web Site,Yomi First Name,Yomi Full Name,Yomi Last Name,Yomi Middle Name
Thorsten Scholl,123 4567,,Orléans,France,,,,,,,,,,,Centre,225, avenue du Mardi,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Thorsten,,,,,,Assistant aux achats,,Scholl,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Équipements pour vélo XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Loig Raoul,123 4567,,Marseille,France,,,,,,,,,,,Provence - Alpes - Côte d'Azur,344, impasse du Vendredi,,,,,,13001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Ties,,,,,,Assistant pour les achats,,Arts,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Location pour les loisirs XYZ,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Daniela Guaita,123 4567,,Clermont-Ferrand,France,,,,,,,,,,,Auvergne,445, boulevard du Vendredi,,,,,,63100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Daniela,,,,,,Propriétaire,,Guaita,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Détaillants pour cycles ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Dick Beekman,123 4567,,Paris,France,,,,,,,,,,,Île-de-France,334, rue du Dimanche,,,,,,75010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Dick,,,,,,Assistant pour les achats,,Beekman,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Magasin de cycles ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Patrik Müller,123 4567,,Limoges,France,,,,,,,,,,,Limousin,334, boulevard du Lundi,,,,,,87100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Patrik,,,,,,Propriétaire,,Müller,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Location pour la compétition ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Kathrin Uerckwitz,123 4567,,Montpellier,France,,,,,,,,,,,Languedoc - Roussillon,124, rue du Lundi,,,,,,34070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Kathrin,,,,,,Assistant pour les achats,,Uerckwitz,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Entreprise de loisirs ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Elke Stangl,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,334, impasse du Lundi,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Elke,,,,,,Directeur pour les achats,,Stangl,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location pour les loisirs LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
HeidiRing Jensen,123 4567,,Rennes,France,,,,,,,,,,,Bretagne,445, rue du Mercredi,,,,,,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,HeidiRing,,,,,,Assistant pour les achats,,Jensen,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Détaillants pour vélos ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Henrik Larsen,123 4567,,Nancy,France,,,,,,,,,,,Lorraine,344, avenue du Samedi,,,,,,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Henrik,,,,,,Responsable administratif,,Larsen,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Équipements de compétition LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Indro Neri,123 4567,,Nantes,France,,,,,,,,,,,Pays-de-la Loire,445, boulevard du Dimanche,,,,,,44100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Indro,,,,,,Propriétaire,,Neri,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Magasin du vélo XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Barbara Mayer,123 4567,,Montpellier,France,,,,,,,,,,,Languedoc - Roussillon,445, rue du Dimanche,,,,,,34070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Barbara,,,,,,Directeur des achats,,Mayer,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Centre d'activités ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Elisabetta Scotti,123 4567,,Dijon,France,,,,,,,,,,,Bourgogne,556, avenue du Jeudi,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Elisabetta,,,,,,Directeur,,Scotti,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Gerhard Goeschl,123 4567,,Nice,France,,,,,,,,,,,Provence - Alpes - Côte d'Azur,445, boulevard du Lundi,,,,,,O6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Gerhard,,,,,,Assistant aux achats,,Goeschl,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Magasin du VTT LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Manja Boersma,123 4567,,Dijon,France,,,,,,,,,,,Bourgogne,334, rue du Lundi,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Manja,,,,,,Assistant aux achats,,Boersma,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Magasin de cycles XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Patrice Dupont-Roc,123 4567,,Limoges,France,,,,,,,,,,,Limousin,445, avenue du Samedi,,,,,,87100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Patrice,,,,,,Propriétaire,,Dupont-Roc,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Magasin du vélo ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Doris Krieger,123 4567,,Bordeaux,France,,,,,,,,,,,Aquitaine,223, impasse du Lundi,,,,,,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Doris,,,,,,Directeur des achats,,Krieger,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Équipements de loisirs ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Armin Cremerius-Günther,123 4567,,Amiens,France,,,,,,,,,,,Picardie,334, avenue du Mercredi,,,,,,80080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,1,0,1,0,,someone@example.com,,,,,Armin,,,,,,Assistant aux achats,,Cremerius-Günther,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de vélos LMN,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Peter Brehm,123 4567,,Strasbourg,France,,,,,,,,,,,Alsace,113, rue du Jeudi,,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Peter,,,,,,Directeur des achats,,Brehm,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Détaillants du sport XYZ,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Juan Alcover-Aguilar,123 4567,,Poitiers,France,,,,,,,,,,,Poitou - Charentes,556, avenue du Lundi,,,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Juan,,,,,,Assistant pour les achats,,Alcover-Aguilar,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Location pour la compétition ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Adriana Giorgi,123 4567,,Nantes,France,,,,,,,,,,,Pays-de-la Loire,113, boulevard du Mardi,,,,,,44100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Adriana,,,,,,Responsable administratif,,Giorgi,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de vélos LMN,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Alexander Holy,123 4567,,Toulouse,France,,,,,,,,,,,Midi - Pyrénées,223, avenue du Samedi,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Alexander,,,,,,Propriétaire,,Holy,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Entreprise de vélos ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Isabel Victoria,123 4567,,Nancy,France,,,,,,,,,,,Lorraine,334, boulevard du Mardi,,,,,,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Isabel,,,,,,Assistant pour les achats,,Victoria,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Location pour la compétition LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Erwin Zischka,123 4567,,Nantes,France,,,,,,,,,,,Pays-de-la Loire,334, boulevard du Samedi,,,,,,44100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Erwin,,,,,,Assistant aux achats,,Zischka,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Location pour le sport ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Koos Splinter,123 4567,,Amiens,France,,,,,,,,,,,Picardie,112, avenue du Lundi,,,,,,80080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Koos,,,,,,Responsable administratif,,Splinter,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires de compétition XYZ,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Daniel Durrer,123 4567,,Besançon,France,,,,,,,,,,,Franche-Comté,445, boulevard du Jeudi,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,1,0,0,,someone@example.com,,,,,Daniel,,,,,,Directeur des achats,,Durrer,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Magasin du VTT ABC,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Davide Garghentini,123 4567,,Caen,France,,,,,,,,,,,Basse-Normandie,445, rue du Vendredi,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Davide,,,,,,Directeur,,Garghentini,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Détaillants pour vélos XYZ,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Alexander Kininis,123 4567,,Châlons-en-Champagne,France,,,,,,,,,,,Champagne - Ardenne,112, avenue du Mardi,,,,,,17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Alexander,,,,,,Directeur des achats,,Kininis,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires de loisirs ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Ralf Riethmüller,123 4567,,Limoges,France,,,,,,,,,,,Limousin,113, impasse du Dimanche,,,,,,87100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Ralf,,,,,,Assistant pour les achats,,Riethmüller,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Centre du VTT ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Lars Lohndorf-Larsen,123 4567,,Poitiers,France,,,,,,,,,,,Poitou - Charentes,344, avenue du Dimanche,,,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Lars,,,,,,Directeur des achats,,Lohndorf-Larsen,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Entreprise de performances XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Jeroen Cool,123 4567,,Clermont-Ferrand,France,,,,,,,,,,,Auvergne,223, boulevard du Mardi,,,,,,63100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Jeroen,,,,,,Assistant aux achats,,Cool,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Entreprise de VTT XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Stefan Rißling,123 4567,,Poitiers,France,,,,,,,,,,,Poitou - Charentes,113, avenue du Mercredi,,,,,,86001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Stefan,,,,,,Directeur des achats,,Rißling,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre de remise en forme XYZ,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Rainer Witte,123 4567,,Ajaccio,France,,,,,,,,,,,Corse,445, rue du Jeudi,,,,,,20090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Rainer,,,,,,Accompagnateur,,Witte,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Magasin de remise en forme XYZ,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Loïg Raoul,123 4567,,Strasbourg,France,,,,,,,,,,,Alsace,124, rue du Mercredi,,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Loïg,,,,,,Directeur des achats,,Raoul,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Entreprise de loisirs XYZ,,,,,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Olaf Stronczyk,123 4567,,Ajaccio,France,,,,,,,,,,,Corse,112, rue du Lundi,,,,,,20090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Olaf,,,,,,Responsable des assistants,,Stronczyk,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre d'activités XYZ,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Karl Fonteneau,123 4567,,Reims,France,,,,,,,,,,,Champagne - Ardenne,123, rue du Jeudi,,,,,,51100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Karl,,,,,,Propriétaire,,Fonteneau,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Entreprise d'activités XYZ,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Andreas Herbinger,123 4567,,Nice,France,,,,,,,,,,,Provence - Alpes - Côte d'Azur,113, boulevard du Jeudi,,,,,,O6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Andreas,,,,,,Directeur des achats,,Herbinger,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre du cycle ABC,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Sebastian Röttel,123 4567,,Saint-Étienne,France,,,,,,,,,,,Rhône - Alpes,112, avenue du Dimanche,,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Sebastian,,,,,,Propriétaire,,Röttel,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires de compétition ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Francisco Pérez-Olaeta,123 4567,,Lille,France,,,,,,,,,,,Nord - Pas-de-Calais,556, boulevard du Jeudi,,,,,,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Francisco,,,,,,Directeur des achats,,Pérez-Olaeta,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Équipements de remise en forme LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Martin Berka,123 4567,,Lille,France,,,,,,,,,,,Nord - Pas-de-Calais,113, boulevard du Dimanche,,,,,,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Martin,,,,,,Assistant pour les achats,,Berka,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Centre de sport XYZ,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Arturo López,123 4567,,Orléans,France,,,,,,,,,,,Centre,334, impasse du Samedi,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Arturo,,,,,,Responsable administratif,,López,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Fournitures de sport XYZ,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Anders Langvad-Nielsen,123 4567,,Marseille,France,,,,,,,,,,,Provence - Alpes - Côte d'Azur,344, impasse du Vendredi,,,,,,13001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Anders,,,,,,Propriétaire,,Langvad-Nielsen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Distributeurs de VTT XYZ,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Claus Hansen,123 4567,,Paris,France,,,,,,,,,,,Île-de-France,124, rue du Mardi,,,,,,75010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Claus,,,,,,Assistant aux achats,,Hansen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Entreprise de loisirs LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Dieter Massalsky,123 4567,,Rennes,France,,,,,,,,,,,Bretagne,334, boulevard du Dimanche,,,,,,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Dieter,,,,,,Responsable administratif,,Massalsky,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de VTT LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Flemming Nielsen,123 4567,,Rouen,France,,,,,,,,,,,Haute-Normandie,123, impasse du Mardi,,,,,,76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,1,0,,someone@example.com,,,,,Flemming,,,,,,Directeur des achats,,Nielsen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Distributeurs de VTT XYZ,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Iris Rogers,123 4567,,Amiens,France,,,,,,,,,,,Picardie,445, avenue du Jeudi,,,,,,80080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Iris,,,,,,Propriétaire,,Rogers,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Magasin de remise en forme XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Saskia Gnielka,123 4567,,Caen,France,,,,,,,,,,,Basse-Normandie,113, boulevard du Samedi,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Saskia,,,,,,Assistant aux achats,,Gnielka,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre du vélo LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Ties Arts,123 4567,,Besançon,France,,,,,,,,,,,Franche-Comté,344, boulevard du Mercredi,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Ties,,,,,,Assistant aux achats,,Arts,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Professionnels de la remise en forme ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Anders Madsen,123 4567,,Paris,France,,,,,,,,,,,Île-de-France,778, impasse du Vendredi,,,,,,75010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Anders,,,,,,Directeur des achats,,Madsen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre du vélo ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Vitore Selca,123 4567,,Amiens,France,,,,,,,,,,,Picardie,556, avenue du Vendredi,,,,,,80080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Vitore,,,,,,Assistant aux achats,,Selca,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Raffaella Bonaldi,123 4567,,Bordeaux,France,,,,,,,,,,,Aquitaine,113, avenue du Samedi,,,,,,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Raffaella,,,,,,Assistant aux achats,,Bonaldi,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre de sport ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Ezio Alboni,123 4567,,Lille,France,,,,,,,,,,,Nord - Pas-de-Calais,445, rue du Samedi,,,,,,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Ezio,,,,,,Directeur,,Alboni,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Arno Bost,123 4567,,Le Havre,France,,,,,,,,,,,Haute-Normandie,112, impasse du Samedi,,,,,,76620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Arno,,,,,,Directeur des achats,,Bost,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Accessoires pour VTT LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Nuria Gonzalez,123 4567,,Ajaccio,France,,,,,,,,,,,Corse,225, rue du Vendredi,,,,,,20090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Nuria,,,,,,Assistant pour les achats,,Gonzalez,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Fournitures pour VTT XYZ,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Melanie Speckmann,123 4567,,Nancy,France,,,,,,,,,,,Lorraine,112, avenue du Jeudi,,,,,,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,1,0,0,,someone@example.com,,,,,Melanie,,,,,,Assistant aux achats,,Speckmann,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires de compétition LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Amaya Hernández-Echevarría,123 4567,,Paris,France,,,,,,,,,,,Île-de-France,225, boulevard du Mardi,,,,,,75010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Amaya,,,,,,Directeur,,Hernández-Echevarría,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
